supplier_product_title,amazon_target_title,match_type,tier,ean_status,ean,ean_on_page,asin,sales_value,net_profit,roi,selling_price,supplier_price_ex_vat,supplier_price_inc_vat,fba_fee,referral_fee,fba_seller_count,fbm_seller_count,total_offer_count,bucket,inclusion_reason,rationale,confidence,validation_required,priority,match_similarity,match_verification_result,supplier_url,amazon_url
AIRWICK REED DIFFUSER MULLED WINE 33ML PK5,"Air Wick Essential Oils Reed Diffuser Air Freshener Mulled Wine Scent, 5 Bottles X 30 ml",EAN,T1,Confirmed,5059001500861.0,5059001500861.0,B07WDRQ4J7,100.0,-0.9833333333333318,-8.37592277115274,18.32,11.19,13.428,3.05,1.46,Available (see Keepa data),,5.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.98); 5.4% price increase needed; Low FBA competition (0 sellers) - price increase feasible; Pack/multipack product - bundle variation potential,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.57,Exact EAN match (title sim=0.57),https://www.efghousewares.co.uk/airwick-reed-diffuser-mulled-wine-33ml-pk5-120726,https://www.amazon.co.uk/dp/B07WDRQ4J7
AMTECH WASTE PIPE UNBLOCKER,"Amtech S1890 Waste Pipe and Drain Unblocker, Corrosion Resistant Galvanised Steel Sink Unblocker, 1.8m Length",EAN,T1,Confirmed,5032759043330.0,5032759043330.0,B0156NG2P2,100.0,-0.9533333333333328,-51.811594202898526,4.7,1.29,1.548,2.42,0.61,Available (see Keepa data),Available (see Keepa data),14.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.95); Low FBA competition (0 sellers) - price increase feasible,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.40,Exact EAN match (title sim=0.40),https://www.efghousewares.co.uk/amtech-waste-pipe-unblocker,https://www.amazon.co.uk/dp/B0156NG2P2
AMTECH ENGINEERS SQAURE 6 INCH,"Amtech P3800 150mm (6"") Engineer's Square",EAN,T1,Confirmed,5032759005246.0,5032759005246.0,B007XJWW4S,100.0,-0.9349999999999998,-25.972222222222214,6.45,3.05,3.66,1.87,0.84,,Available (see Keepa data),3.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.93); Low FBA competition (0 sellers) - price increase feasible,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.65,Exact EAN match (title sim=0.65),https://www.efghousewares.co.uk/amtech-engineers-sqaure-6-inch,https://www.amazon.co.uk/dp/B007XJWW4S
AMTECH PLIER MINI SIDE CUTTING,Amtech B3180 Mini Side Cutting Pliers,EAN,T1,Confirmed,5032759008094.0,5032759008094.0,B0036L5HHG,100.0,-0.9166666666666669,-53.92156862745099,3.28,1.15,1.38,1.52,0.43,Available (see Keepa data),Available (see Keepa data),20.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.92); Low FBA competition (0 sellers) - price increase feasible,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.75,Exact EAN match (title sim=0.75),https://www.efghousewares.co.uk/amtech-plier-mini-side-cutting,https://www.amazon.co.uk/dp/B0036L5HHG
VIVID BIN FRESHENER PK2,Vivid 6 x Bin Freshener Smelling FRESH Dustbins Swing Pedal Air Fragrance UK FREE P&P,Title,T3,Not matched,5056170328951.0,5060740871150.0,B08CL4DF7G,100.0,-0.911666666666666,-65.58752997601913,4.15,0.84,1.008,2.65,0.33,Available (see Keepa data),Available (see Keepa data),17.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.91); Low FBA competition (0 sellers) - price increase feasible; Pack/multipack product - bundle variation potential,Multiple positive signals suggest path to profitability.,medium,Yes,HIGH,0.41,Moderate similarity (0.41) + brand match (VIVID) + category match,https://www.efghousewares.co.uk/vivid-bin-freshener-pk2,https://www.amazon.co.uk/dp/B08CL4DF7G
AMTECH RULER FOLDING PLASTIC 1M,Amtech P5185 100cm Folding plastic rule,EAN,T1,Confirmed,5032759026654.0,5032759026654.0,B0057FEDXI,100.0,-0.91,-40.26548672566372,4.38,1.71,2.052,1.73,0.57,,Available (see Keepa data),9.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.91); Low FBA competition (0 sellers) - price increase feasible,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.69,Exact EAN match (title sim=0.69),https://www.efghousewares.co.uk/amtech-ruler-folding-plastic-1m,https://www.amazon.co.uk/dp/B0057FEDXI
WINDOW INSULATION KIT,RYSONS Window Insulation Kit Fit Double Glazing Shrink Film Draught Excluder Condensation,EAN,T1,Confirmed,5056239433329.0,5056239433329.0,B07QFLN7BD,100.0,-0.9083333333333335,-65.34772182254197,3.05,0.84,1.008,1.67,0.39,Available (see Keepa data),Available (see Keepa data),13.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.91); Low FBA competition (0 sellers) - price increase feasible,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.38,Exact EAN match (title sim=0.38),https://www.efghousewares.co.uk/window-insulation-kit,https://www.amazon.co.uk/dp/B07QFLN7BD
151 FANTASTIC ELASTIC GLUE 20G,151 Fantastic Elastic Flexible Wateproof Glue,EAN,T1,Confirmed,5050375101333.0,5050375101333.0,B004QX29CO,100.0,-0.9066666666666668,-60.44444444444444,2.98,0.95,1.14,1.5,0.39,Available (see Keepa data),Available (see Keepa data),27.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.91); Low FBA competition (0 sellers) - price increase feasible,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.69,Exact EAN match (title sim=0.69),https://www.efghousewares.co.uk/151-glue-elastic-glue-20grm,https://www.amazon.co.uk/dp/B004QX29CO
AMTECH DRILL BIT MASONRY 3PC SET 400MM,Amtech F2800 3 Piece 400mm masonry drill bit set,EAN,T1,Confirmed,5032759001989.0,5032759001989.0,B004HKYXH0,100.0,-0.8966666666666663,-28.92473118279569,7.36,2.55,3.06,3.1,0.83,Available (see Keepa data),Available (see Keepa data),7.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.90); Low FBA competition (0 sellers) - price increase feasible; Pack/multipack product - bundle variation potential,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.47,Exact EAN match (title sim=0.47),https://www.efghousewares.co.uk/amtech-drill-bit-masonry-3pc-set-400mm,https://www.amazon.co.uk/dp/B004HKYXH0
AMTECH BRADAWL/GIMLET SET,Amtech S2550 2 Piece bradawl and Gimlet Set,EAN,T1,Confirmed,5032759021413.0,5032759021413.0,B0058CRUK8,100.0,-0.8416666666666668,-38.43226788432269,5.35,1.64,1.968,2.42,0.69,,,9.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.84); Low FBA competition (0 sellers) - price increase feasible; Pack/multipack product - bundle variation potential,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.74,Exact EAN match (title sim=0.74),https://www.efghousewares.co.uk/amtech-bradawl-gimlet-set,https://www.amazon.co.uk/dp/B0058CRUK8
AMTECH HACKSAW+3 BLADES 12INCH,"Amtech M0650 300mm (12"") Hacksaw with 3 Blades",EAN,T1,Confirmed,5032759020898.0,5032759020898.0,B003XKMTGW,100.0,-0.8016666666666665,-28.83693045563549,7.09,2.23,2.676,3.01,0.92,,Available (see Keepa data),8.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.80); Low FBA competition (0 sellers) - price increase feasible,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.63,Exact EAN match (title sim=0.63),https://www.efghousewares.co.uk/amtech-hacksaw-3-blades-12inch,https://www.amazon.co.uk/dp/B003XKMTGW
PAPER STRAW 250 BLACK STRAWS 20CM,"250 x Black Paper Drinking Straws Biodegradable Eco 8"" (20cm) Approx",EAN,T1,Confirmed,5030481800368.0,5030481800368.0,B07Q35VRPS,100.0,-0.7916666666666659,-32.98611111111107,6.19,1.85,2.22,2.7,0.85,Available (see Keepa data),Available (see Keepa data),21.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.79); Low FBA competition (0 sellers) - price increase feasible,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.41,Exact EAN match (title sim=0.41),https://www.efghousewares.co.uk/paper-straw-250-black-straws,https://www.amazon.co.uk/dp/B07Q35VRPS
ROYAL MARKET PAPER PLATES 9INCH 100 PACK,"Paper Plates 23cm - Pack of 100 9inch Paper Plates, Disposable Plates, Party Plates",Title,T3,Not matched,6416479002065.0,,B000NP7PIW,100.0,-0.7766666666666666,-29.643765903307884,6.58,2.07,2.484,2.65,0.99,,,10.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.78); Low FBA competition (0 sellers) - price increase feasible; Pack/multipack product - bundle variation potential,Multiple positive signals suggest path to profitability.,medium-low,Yes,HIGH,0.37,Moderate similarity (0.37) + category match,https://www.efghousewares.co.uk/royal-market-9inch-100-paper-plates,https://www.amazon.co.uk/dp/B000NP7PIW
AMTECH DRILL HIGH SPEED 13PC SET,Amtech F1000 13 Piece high speed steel (HSS) drill set - small,EAN,T1,Confirmed,5032759001781.0,5032759001781.0,B003XKKMZ2,100.0,-0.7399999999999995,-30.20408163265304,4.92,1.9,2.28,1.73,0.66,Available (see Keepa data),Available (see Keepa data),6.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.74); Low FBA competition (0 sellers) - price increase feasible; Pack/multipack product - bundle variation potential,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.53,Exact EAN match (title sim=0.53),https://www.efghousewares.co.uk/amtech-drill-high-speed-13pc-set,https://www.amazon.co.uk/dp/B003XKKMZ2
151 PRECISION SUPER GLUE 10GM WITH BRUSH,"151 Hard As Nails Adhesive, Brush On Super Glue",Title,T3,Not matched,5053249241876.0,5053249233130.0,B084JNN26Q,100.0,-0.6883333333333335,-45.88888888888889,3.29,0.95,1.14,1.5,0.43,Available (see Keepa data),Available (see Keepa data),11.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.69); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,medium,Yes,MEDIUM,0.49,Moderate similarity (0.49) + brand match (151) + category match,https://www.efghousewares.co.uk/151-precision-super-glue-10gm-with-brush-103892,https://www.amazon.co.uk/dp/B084JNN26Q
AMTECH DRILL BIT TITNIUM 5PC SET,"Amtech F1110 5 Piece 6.25mm (1/4"") Titanium coated high speed steel (HSS) drill bit set",EAN,T1,Confirmed,5032759018628.0,5032759018628.0,B001OQMM1Y,100.0,-0.6483333333333328,-36.83712121212118,3.95,1.21,1.452,1.67,0.51,,,5.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.65); Low FBA competition (0 sellers) - price increase feasible; Pack/multipack product - bundle variation potential,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.35,Exact EAN match (title sim=0.35),https://www.efghousewares.co.uk/amtech-drill-bit-titnium-5pc-set,https://www.amazon.co.uk/dp/B001OQMM1Y
"AMTECH FINISHING TROWEL 400MM(16"") X 100MM(4"")","Amtech G1530 400mm (16"") x 100mm (4"") Finishing trowel",EAN,T1,Confirmed,5032759035342.0,5032759035342.0,B008PQ9IPO,100.0,-0.5716666666666661,-13.263727764887845,9.67,3.76,4.512,3.06,1.26,,Available (see Keepa data),2.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.57); 5.9% price increase needed; Low FBA competition (0 sellers) - price increase feasible,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.60,Exact EAN match (title sim=0.60),https://www.efghousewares.co.uk/amtech-finishing-trowel-400mm-16-x-100mm-4-111537,https://www.amazon.co.uk/dp/B008PQ9IPO
APOLLO PAPER STRAWS 40 STRIPES,Party Paper Solutions 50 x Bendy Red and White Stripe Paper Drinking Straws Biodegradable Eco 8 (20cm) approx.,Title,T3,Not matched,5026180081931.0,5030481800559.0,B08CC9TKRJ,100.0,-0.5616666666666668,-43.880208333333336,4.39,0.73,0.876,2.42,0.52,Available (see Keepa data),Available (see Keepa data),10.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.56); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,low,Yes,MEDIUM,0.31,Low similarity (0.31) but category match - re-check candidate,https://www.efghousewares.co.uk/apollo-paper-straws-40-stripes-03-12,https://www.amazon.co.uk/dp/B08CC9TKRJ
AMTECH HEX KEY 10PC SET,"Amtech I8750C Hex Key Set, 10 Assorted Anti-Rust Hex Keys, Supplied on Handy Keyring, Sizes 1.5, 2, 2.5, 3, 3.5, 4, 5, 6, 8, and 10mm",EAN,T1,Confirmed,5032759003488.0,5032759003488.0,B0039JGDUK,100.0,-0.5516666666666665,-34.265010351966865,3.97,1.06,1.272,1.73,0.52,Available (see Keepa data),Available (see Keepa data),15.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.55); Low FBA competition (0 sellers) - price increase feasible; Pack/multipack product - bundle variation potential,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.25,Exact EAN match (title sim=0.25),https://www.efghousewares.co.uk/amtech-hex-key-10pc-set,https://www.amazon.co.uk/dp/B0039JGDUK
AMTECH TORCH GLOW 9 LED,Amtech S8003 9 LED Glow in The Dark Torch,Title,T3,Not matched,5032759040933.0,,B00NWI5RT6,100.0,-0.5345833333333327,-25.825281803542644,5.57,1.52,1.824,2.41,0.6962500000000001,,,,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.53); 9.6% price increase needed; Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,medium,Yes,HIGH,0.50,Moderate similarity (0.50) + brand match (AMTECH) + category match,https://www.efghousewares.co.uk/amtech-torch-glow-9-led,https://www.amazon.co.uk/dp/B00NWI5RT6
AMTECH COMBO SPANNER SET 11PCE 0425,"Amtech K0425 Combination Spanner Set, 11 Pieces Chrome Plated, Corrosion Resistant, Supplied with Storage Rack, 6mm-19mm",EAN,T1,Confirmed,5032759023363.0,5032759023363.0,B001BVOLQG,100.0,-0.5266666666666657,-7.872446437468845,12.34,6.14,7.367999999999999,2.42,1.7,,Available (see Keepa data),5.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.53); Only 4.3% price increase needed; Low FBA competition (0 sellers) - price increase feasible; Pack/multipack product - bundle variation potential,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.41,Exact EAN match (title sim=0.41),https://www.efghousewares.co.uk/amtech-combo-spanner-set-11pce-0425,https://www.amazon.co.uk/dp/B001BVOLQG
BEAUTY EXFOLIATING BODY SPONGE,"3pcs Sponge Bath, Exfoliating Net, Beauty Skin Wash Towel Net Cloth Nylon Back Scrubbers Shower Body Cleaning Spa Massage Bath Towel Back Scrubber",Title,T3,Not matched,5014749181772.0,,B0CJ2VL75Z,100.0,-0.5249999999999999,-22.92576419213973,4.59,1.74,2.088,1.69,0.37,,,1.0,C,Moderate sales volume (100/month); Near breakeven (loss GBP0.52); Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,low,Yes,MEDIUM,0.29,Low similarity (0.29) but category match - re-check candidate,https://www.efghousewares.co.uk/beauty-exfoliating-body-sponge,https://www.amazon.co.uk/dp/B0CJ2VL75Z
BEAU MERMAID  X3PC PEARL HAIR  BANDS 4ASST COL,Runmi Hair Ties 3 Pcs Pearl Hair Scrunchies Elastic Stretchy Hair Bands Hair Accessories for Women and Girls,Title,T3,Not matched,5050565855800.0,,B0BDDVP8QC,100.0,-0.4250000000000001,-30.57553956834533,3.27,0.84,1.008,1.5,0.26,Available (see Keepa data),,3.0,C,Moderate sales volume (100/month); Very close to breakeven (loss only GBP0.43); Low FBA competition (0 sellers) - price increase feasible; Pack/multipack product - bundle variation potential,Multiple positive signals suggest path to profitability.,medium-low,Yes,HIGH,0.42,Moderate similarity (0.42) + category match,https://www.efghousewares.co.uk/beau-mermaid-x3pc-pearl-hair-bands-4asst-col-120137,https://www.amazon.co.uk/dp/B0BDDVP8QC
AMTECH LOCKING GRIP PLIER 5INCH,"Amtech C1300 130mm (5"") Locking Grip plier",EAN,T1,Confirmed,5032759000937.0,5032759000937.0,B009DNBIKG,100.0,-0.4150000000000002,-19.12442396313365,4.95,1.62,1.944,1.73,0.64,Available (see Keepa data),Available (see Keepa data),5.0,C,Moderate sales volume (100/month); Very close to breakeven (loss only GBP0.42); 8.4% price increase needed; Low FBA competition (0 sellers) - price increase feasible,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.71,Exact EAN match (title sim=0.71),https://www.efghousewares.co.uk/amtech-locking-grip-plier-5inch,https://www.amazon.co.uk/dp/B009DNBIKG
MASON WOOD DRILL SET 5 PIECES,Amtech F1735 5 Piece hex shank wood drill bit set,Title,T3,Not matched,5060298504456.0,5032759030668.0,B003L6SK2A,100.0,-0.3883333333333335,-27.937649880095933,3.89,0.84,1.008,1.73,0.51,Available (see Keepa data),Available (see Keepa data),10.0,C,Moderate sales volume (100/month); Very close to breakeven (loss only GBP0.39); 10.0% price increase needed; Low FBA competition (0 sellers) - price increase feasible; Pack/multipack product - bundle variation potential,Multiple positive signals suggest path to profitability.,medium-low,Yes,HIGH,0.46,Moderate similarity (0.46) + category match,https://www.efghousewares.co.uk/mason-wood-drill-set-5-pieces-123877,https://www.amazon.co.uk/dp/B003L6SK2A
AMTECH BUILDERS LINE 2PC50M,Amtech G3990 50m (165ft) builder's line (2 Pack),Title,T2,Not matched,5032759043460.0,,B0156NG9AK,100.0,-0.3283333333333336,-14.213564213564226,6.2,1.76,2.112,2.41,0.775,,,,C,Moderate sales volume (100/month); Very close to breakeven (loss only GBP0.33); 5.3% price increase needed; Low FBA competition (0 sellers) - price increase feasible,Multiple positive signals suggest path to profitability.,medium-high,Yes,HIGH,0.68,High title similarity (0.68) with category match,https://www.efghousewares.co.uk/amtech-builders-line-2pc50m,https://www.amazon.co.uk/dp/B0156NG9AK
AMTECH PLASTERING TROWEL 11 INCH LIGHT WEIGHT,"Amtech G1500 280mm (11"") Plastering trowel",EAN,T1,Confirmed,5032759002191.0,5032759002191.0,B004TRQU68,100.0,-0.2966666666666666,-12.361111111111107,6.82,1.85,2.22,2.7,0.88,,Available (see Keepa data),4.0,C,Moderate sales volume (100/month); Very close to breakeven (loss only GBP0.30); Only 4.3% price increase needed; Low FBA competition (0 sellers) - price increase feasible,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.57,Exact EAN match (title sim=0.57),https://www.efghousewares.co.uk/amtech-plastering-trowel-11-inch-light-weight,https://www.amazon.co.uk/dp/B004TRQU68
ECOBAG GARDEN SACKS GREEN 10 BAG 100 LTR,"100Litre,10 Heavy Duty Garden Sacks Bags-Made from Recycled Waste - EcoBag",EAN,T1,Confirmed,5019685012500.0,5019685012500.0,B00HGELN8Q,100.0,-0.2783333333333336,-20.023980815347745,5.51,0.84,1.008,3.04,0.44,,,3.0,C,Moderate sales volume (100/month); Very close to breakeven (loss only GBP0.28); 5.1% price increase needed; Low FBA competition (0 sellers) - price increase feasible,EAN-verified with high sales and near-breakeven. Small adjustment makes this profitable.,high,No,HIGH,0.41,Exact EAN match (title sim=0.41),https://www.efghousewares.co.uk/ecobag-green-garden-sacks-10-bag-100-ltr-sp-,https://www.amazon.co.uk/dp/B00HGELN8Q
