SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,sales_value,tier,confidence_score,flags,reasons,ean_exact_match,SupplierURL,AmazonURL,fba_seller_count,Category,Bucket,Unit_Qty_Flag,Unit_Qty_Note,FinReport_NetProfit,Profit_Discrepancy
PRIMA SINK PLUGS 5PK ASSORTED SIZES 14/9,Pack Of 5 Assorted Universal Sink Plugs,5038673184845,5038673184845,B08ZH6WHJF,1.008,6.04,0.628333333,85.13189448,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.38, shared=3)",TRUE,https://www.efghousewares.co.uk/prima-sink-plugs-5pk-asrtd-sizes-14-9,https://www.amazon.co.uk/dp/B08ZH6WHJF,,Prima Sink Plugs 5Pk Asrtd Sizes 14 9,B,MATCH,,,NO
TML DISH DRAINER LARGE METALLIC SILVER,Grey Plastic Kitchen Cutlery Dish Drainer,5022092001326,5022092001326,B0080NOOEC,1.2,7.25,0.628333333,75.83333333,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.38, shared=2)",TRUE,https://www.efghousewares.co.uk/tml-dish-drainer-large-metallic-silver,https://www.amazon.co.uk/dp/B0080NOOEC,,Tml Dish Drainer Large Metallic Silver,B,MATCH,,,NO
MEMORIAL FEATHER HEART WHITE & SILVER MUM & DAD 15X15CM,"Mum and DAD - White & Silver Angel Feather Memorial Heart Tribute, Grave Remembrance Ornament",5055361746673,5055361746673,B07F76L4YK,5.196,11.95,0.628333333,24.0693306,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.38, shared=7)",TRUE,https://www.efghousewares.co.uk/memorial-feather-heart-white-silver-mum-dad-15x15cm-110890,https://www.amazon.co.uk/dp/B07F76L4YK,,Memorial Feather Heart White Silver Mum Dad 15X15Cm 110890,B,MATCH,,,NO
BLACK IRON TRIVET TRAYS SET OF 2,Set of 2 Black Iron Trivet Trays,5024418509837,5024418509837,B0CWLSDD9J,3.36,9.78,0.628333333,34.85074627,,,0,TIER_1_VERIFIED,75,BRAND_MISMATCH,"Exact EAN match (checksum verified),Strong title match (sim=0.72, shared=4)",TRUE,https://www.efghousewares.co.uk/black-iron-trivet-trays-set-of-2-120332,https://www.amazon.co.uk/dp/B0CWLSDD9J,,Black Iron Trivet Trays Set Of 2 120332,B,MATCH,,,NO
XOXO GLITTER NAIL FILES 4PC,"Curved Glitter & Uv Painted Nail Files - Stunning & Assorted Colors for Professional Nail Care - Ideal for Salon, Home Use & Gifting - 4 Pc",5050565527707,5050565527707,B0CXG4NCXM,1.008,5.95,0.628333333,83.33333333,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.29, shared=3)",TRUE,https://www.efghousewares.co.uk/xoxo-glitter-nail-files-4pc-108303,https://www.amazon.co.uk/dp/B0CXG4NCXM,,Xoxo Glitter Nail Files 4Pc 108303,B,MATCH,,,NO
COUNTRY CLUB MICROFIBRE FLOOR CLOTH 50X50CM,Microbrite Floor Cloth One Cloth,5023674117671,5023674117671,B07SW47VH1,1.08,6.13,0.628333333,79.88505747,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.59, shared=2)",TRUE,https://www.efghousewares.co.uk/countryclub-microfibre-floor-cloth-50x50cm-29424,https://www.amazon.co.uk/dp/B07SW47VH1,,Countryclub Microfibre Floor Cloth 50X50Cm 29424,B,MATCH,,,NO
SMART SOLAR LIGHT BUTTERFLY FIREFLY 30LED,30 Butterfly Firefly Solar String Lights,5050642049528,5050642049528,B084P99MLJ,6.924,13.94,0.628333333,18.10390295,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.49, shared=3)",TRUE,https://www.efghousewares.co.uk/smart-solar-light-butterfly-firefly-30led,https://www.amazon.co.uk/dp/B084P99MLJ,,Smart Solar Light Butterfly Firefly 30Led,B,MATCH,,,NO
ULTRATAPE CLEAR GAFFA TAPE 49 X 20M,Clear Heavy Duty Waterproof Cloth Duct Tape 50mm x 20m x 1 roll,5027785813217,5027785813217,B07FY99GR6,5.052,11.76,0.628333333,22.89915966,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.41, shared=3)",TRUE,https://www.efghousewares.co.uk/ultratape-clear-gaffa-tape-49-x-20m,https://www.amazon.co.uk/dp/B07FY99GR6,,Ultratape Clear Gaffa Tape 49 X 20M,B,UNCLEAR,Supplier qty 49 X exceeds Amazon qty 1; manual review advised.,,NO
LYNWOOD PAINT KETTLE 2.5LT,Lynwood Pls Paint Kettle,5016574124849,5016574124849,B003MPIK7U,1.272,7.14,0.628333333,64.44099379,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.82, shared=3),Brand match: lynwood",TRUE,https://www.efghousewares.co.uk/lynwood-paint-kettle-2-5lt,https://www.amazon.co.uk/dp/B003MPIK7U,,Lynwood Paint Kettle 2 5Lt,B,MATCH,,,NO
ULTRATAPE WALL REPAIR SCRIM 50 X 90MM EA,Details About Adhesive Tape Plasterboard Joint Scrim Repair Decorators Cloth Tapes 48mm x 90mAdhesive Tape Plasterboard Joint Scrim Repair Decorators Cloth Tapes 48mm x 90m,5027785809166,5027785809166,B00JR9SEVC,3.612,9.98,0.628333333,29.11985019,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.27, shared=2)",TRUE,https://www.efghousewares.co.uk/ultratape-wall-repair-scrim-50-x-90mm-ea,https://www.amazon.co.uk/dp/B00JR9SEVC,,Ultratape Wall Repair Scrim 50 X 90Mm Ea,B,UNCLEAR,Supplier qty 50 X exceeds Amazon qty 1; manual review advised.,,NO
OXFORD CYCLE INNER TUBE 24 X 175  SV,Oxford Inner Tube 24 x 1.50-2.10 Schrader Bike Bicycle,5030009314773,5030009314773,B00F4LGKFE,2.22,8.88,0.628333333,42.08333333,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.62, shared=3),Brand match: oxford",TRUE,https://www.efghousewares.co.uk/oxford-cycle-inner-tube-24-x-175-sv,https://www.amazon.co.uk/dp/B00F4LGKFE,,Oxford Cycle Inner Tube 24 X 175 Sv,B,UNCLEAR,Supplier qty X 175 exceeds Amazon qty 24 x; manual review advised.,,NO
SMART SOLAR STRING LIGHTS FIREFLY 25LED,Smart Garden Eureka Lighting Battery Powered Firefly String Lights 25 LED,5050642030663,5050642030663,B09V8CDWVY,3.828,10.07,0.628333333,26.2811943,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.50, shared=4),Brand match: smart",TRUE,https://www.efghousewares.co.uk/smart-solar-string-lights-firefly-25led,https://www.amazon.co.uk/dp/B09V8CDWVY,,Smart Solar String Lights Firefly 25Led,B,MATCH,,,NO
KINGFISHER GOLD SOFT HOSE  CONNECTOR,Kingfisher Pro Gold Half Inch Hose Connector,5013478132260,,B007M9CWL2,1.596,7.4,0.628333333,50.62056738,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.80, shared=4),Brand match: kingfisher",FALSE,https://www.efghousewares.co.uk/kingfisher-gold-soft-hose-connector,https://www.amazon.co.uk/dp/B007M9CWL2,,Kingfisher Gold Soft Hose Connector,B,MATCH,,,NO
PAN AROMA BATH OIL W/BATH BOMB - VANILLA & COCONUT GIFT SET,Bath Oil & Bath Bomb Gift Set Vanilla Coconut Chamomile Jasmin Scent Elysium Spa,5053249262703,5053249262703,B0CLVSG1FK,2.9808,8.79,0.628333333,31.0151615,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.59, shared=6)",TRUE,https://www.efghousewares.co.uk/pan-aroma-bath-oil-w/bath-bomb-vanilla-coconut-gift-set-104128,https://www.amazon.co.uk/dp/B0CLVSG1FK,,Other,B,MATCH,,,NO
ROYAL CUISINE SALT & PEPPER SET BLACK,Salt and Pepper Shakers Stainless Steel and Glass Set| Elegant Stainless Steel Salt and Pepper Dispenser| Spices W/Collapsible Funnel Black,5060091195011,5060091195011,B07RYW3XGW,3.228,9.97,0.628333333,28.3436214,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.26, shared=3)",TRUE,https://www.efghousewares.co.uk/royal-cuisine-salt-pepper-set-black-8-7,https://www.amazon.co.uk/dp/B07RYW3XGW,Available (see Keepa data),Royal Cuisine Salt Pepper Set Black 8 7,B,MATCH,,,NO
ASHLEY WOODEN SPOONS 3PC,3pc Wooden Cooking Spoons Set - 3 Sizes - Large Medium Small Kitchen Serving Mixing Baking Stirring Utensils - by Ashley,5017403116615,5017403116615,B0CHZ4XTJ1,1.008,6.65,0.628333333,65.49760192,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.24, shared=4)",TRUE,https://www.efghousewares.co.uk/ashley-wooden-spoons-3pc,https://www.amazon.co.uk/dp/B0CHZ4XTJ1,,Ashley Wooden Spoons 3Pc,B,MATCH,,,NO
SECURIT PROJECTION DOOR STOP 75MM,JDS HARDWARE,5019923134421,5019923134421,B01N5XYOTK,3.096,8.17,0.628333333,29.02023429,,,0,TIER_1_VERIFIED,10,"TITLE_MISMATCH,BRAND_MISMATCH","Exact EAN match (checksum verified),Very weak title match (sim=0.09, shared=0)",TRUE,https://www.efghousewares.co.uk/securit-projection-door-stop-75mm-75899,https://www.amazon.co.uk/dp/B01N5XYOTK,,Securit Projection Door Stop 75Mm 75899,B,MATCH,,,NO
COUNTRY CLUB PEVA TABLECLOTH NETURAL CHECK 132X178CM,COUNTRY CLUB Country Club Natural Check PEVA Tablecloth 132cm x 178cm,5023674221163,5023674221163,B0CM6QQVTW,2.676,8.55,0.628333333,31.16007194,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.63, shared=5),Brand match: country",TRUE,https://www.efghousewares.co.uk/countryclub-peva-tablecloth-netural-check-132x178cm-116526,https://www.amazon.co.uk/dp/B0CM6QQVTW,,Countryclub Peva Tablecloth Netural Check 132X178Cm 116526,B,MATCH,,,NO
MOUNTAIN ROSE PINK EDT 100ML POUR FEMME EACH,Mountain Rose Pink Womens Eau de Perfume e100ml Pour Femme Present Christmas Xmas Gift,5055170280733,5055170280733,B07K9MMSL4,1.344,6.99,0.628333333,50.5988024,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.65, shared=5),Brand match: mountain",TRUE,https://www.efghousewares.co.uk/mountain-rose-pink-edt-100ml-pour-femme-each-110078,https://www.amazon.co.uk/dp/B07K9MMSL4,Available (see Keepa data),Mountain Rose Pink Edt 100Ml Pour Femme Each 110078,B,MATCH,,,NO
ROLSON HEAVY DUTY TENT PEG EXTRACTOR,76033 Heavy Duty Tent Peg Extractor,5029594760331,5029594760331,B0C1KLWS2L,0.876,6.97,0.628333333,64.71354167,,,0,TIER_1_VERIFIED,75,BRAND_MISMATCH,"Exact EAN match (checksum verified),Strong title match (sim=0.85, shared=5)",TRUE,https://www.efghousewares.co.uk/rolson-heavy-duty-tent-peg-extractor-104950,https://www.amazon.co.uk/dp/B0C1KLWS2L,,Rolson Heavy Duty Tent Peg Extractor 104950,B,MATCH,,,NO
INFAPOWER KEYBOARD WATERPROOF,"Infapower Full Size Wired Keyboard, Black",5060240211906,5060240211906,B078GYV6Q2,4.44,12.5,0.628333333,18.74509804,,,0,TIER_1_VERIFIED,60,,"Exact EAN match (checksum verified),Weak title match (sim=0.58, shared=2),Brand match: infapower",TRUE,https://www.efghousewares.co.uk/infapower-keyboard-waterproof,https://www.amazon.co.uk/dp/B078GYV6Q2,Available (see Keepa data),Infapower Keyboard Waterproof,B,MATCH,,,NO
OXFORD LOCK CABLE LOCK 1.8MX12MM BLUE,"Oxford Cable Bike Lock, 12mm x 1.8m - Blue",5030009002458,5030009002458,B001IGV45A,5.976,12.97,0.628333333,12.26642556,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.72, shared=4),Brand match: oxford",TRUE,https://www.efghousewares.co.uk/oxford-lock-cable-lock-1-8mx12mm-blue,https://www.amazon.co.uk/dp/B001IGV45A,,Oxford Lock Cable Lock 1 8Mx12Mm Blue,B,MATCH,,,NO
KIDS RAINBOW UMBRELLA,Gem Imports Kids Childrens Rainbow Crook Handle Umbrella Rainbow Stripe Umbrella,5056283869587,5056283869587,B0CRZ7YRKB,2.352,9.99,0.628333333,26.4940239,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.42, shared=3)",TRUE,https://www.efghousewares.co.uk/kids-rainbow-umbrella-106635,https://www.amazon.co.uk/dp/B0CRZ7YRKB,,Kids Rainbow Umbrella 106635,B,MATCH,,,NO
RHINO LABEL CARPET TAPE D/S 50MMX25M,50mmx25m ROLL DOUBLE SIDED PVC ADHESIVE CARPET TAPE NEW,5027785808848,5027785808848,B008KYD1UO,3.096,9.13,0.628333333,20.71352503,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.38, shared=3)",TRUE,https://www.efghousewares.co.uk/rhino-label-carpet-tape-d-s-50mmx25m,https://www.amazon.co.uk/dp/B008KYD1UO,Available (see Keepa data),Rhino Label Carpet Tape D S 50Mmx25M,B,MATCH,,,NO
ACCTIM CLIFFBURN CLOCK TAUPE,Acctim Cliffburn Mantel Clock Quartz Glass Lens Taupe,5012562337963,5012562337963,B071CKRHDB,16.056,25.75,0.628333333,4.51064848,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.69, shared=4),Brand match: acctim",TRUE,https://www.efghousewares.co.uk/accti-cliffburn-clock-taupe-106858,https://www.amazon.co.uk/dp/B071CKRHDB,Available (see Keepa data),Accti Cliffburn Clock Taupe 106858,B,MATCH,,,NO
ASHLEY WOODEN SPATULA 3PC,Ashley - 3pc Wooden Kitchen Spatula Set - 3 Sizes,5017403116622,5017403116622,B0CHZ36RM6,1.008,6.25,0.628333333,45.11390887,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.64, shared=4),Brand match: ashley",TRUE,https://www.efghousewares.co.uk/ashley-wooden-spatula-3pc,https://www.amazon.co.uk/dp/B0CHZ36RM6,,Ashley Wooden Spatula 3Pc,B,MATCH,,,NO
MEMORIAL WATERPROOF GRAVESIDE LANTERN WITH ROBIN MUM & DAD,Mum & Dad Memorial Light Up Christmas Lantern - Robin Holly Floral Candle Graveside Memory Remembrance,5055361761041,5055361761041,B096KDXZLG,6.948,13.49,0.628333333,8.859095689,,,0,TIER_1_VERIFIED,60,BRAND_MISMATCH,"Exact EAN match (checksum verified),Moderate title match (sim=0.39, shared=6)",TRUE,https://www.efghousewares.co.uk/memorial-waterproof-graveside-lantern-with-robin-mum-dad-110900,https://www.amazon.co.uk/dp/B096KDXZLG,,Memorial Waterproof Graveside Lantern With Robin Mum Dad 110900,B,MATCH,,,NO
ROLSON ALUMINIUM TORCH 3AAA,Rolson 61442 3AAA Aluminium Torch,5029594614429,,B08GGCY1V2,5.04,10.87,0.628333333,11.35964912,,,0,TIER_2_LIKELY,45,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.73, shared=4),Brand match: rolson",FALSE,https://www.efghousewares.co.uk/rolson-aluminium-torch-3aaa,https://www.amazon.co.uk/dp/B08GGCY1V2,,Rolson Aluminium Torch 3Aaa,B,MATCH,,,NO
CASA & CASA CLASSICO STAINLESS STEEL SINK ORGANISER WITH TRAY,"Casa & Casa Classico Stainless Steel Kitchen Sink Organiser with Tray, Caddy Sponge Holder, Tidy Utensil Holder, Drains Water for Kitchen & Bathroom, Fingerprint-Proof Coating, Sink Area Organiser",5056295705750,,B09ZLK8PYB,6.852,12.96,0.628333333,8.146964856,,,0,TIER_3_NEEDS_REVIEW,30,AMAZON_EAN_MISSING,"Supplier EAN present, Amazon EAN missing,Moderate title match (sim=0.48, shared=7),Brand match: casa",FALSE,https://www.efghousewares.co.uk/casa-casa-classico-stainless-steel-sink-organiser-with-tray-121307,https://www.amazon.co.uk/dp/B09ZLK8PYB,,Casa Casa Classico Stainless Steel Sink Organiser With Tray 121307,B,MATCH,,,NO
TUBTRUG FLEXI TUB SMALL ORANGE,Red Gorilla Plastic Tub (14 Litres) (Orange),729848000620,729848000620,B009VRQT58,4.068,9.68,0.628333333,12.85956007,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.43, shared=2)",TRUE,https://www.efghousewares.co.uk/tubtrug-flexi-tub-small-orange,https://www.amazon.co.uk/dp/B009VRQT58,,Tubtrug Flexi Tub Small Orange,B,MATCH,,,NO
ASHLEY TIN OPENER METAL,1x Metal Can Opener - Manual Butterfly Kitchen Tin Bottle Jar Lid Remover Tool - by Ashley,5017403117193,5017403117193,B0CJ3D67KT,1.008,5.99,0.628333333,31.86450839,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.27, shared=4)",TRUE,https://www.efghousewares.co.uk/ashley-tin-opener-metal,https://www.amazon.co.uk/dp/B0CJ3D67KT,,Ashley Tin Opener Metal,B,MATCH,,,NO
GOODYEAR UNIVERSAL BUB KIT 10PC,"Goodyear Compact Universal Spare Bulb Kit, inc H1, H4 and H7 bulbs",5055441421940,5055441421940,B07BWMNVR2,5.808,12.97,0.628333333,7.94681509,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.59, shared=3),Brand match: goodyear",TRUE,https://www.efghousewares.co.uk/goodyear-universal-bub-kit-10pc-121169,https://www.amazon.co.uk/dp/B07BWMNVR2,Available (see Keepa data),Goodyear Universal Bub Kit 10Pc 121169,B,UNCLEAR,Supplier qty 10PC exceeds Amazon qty 1; manual review advised.,,NO
MAGIC POTIONS KIT,World of Science Adventure Science Kits | STEAM Educational Adventure Science Sets (Magic Potions Adventure Kit),5033849987527,5033849987527,B0DJM5FP8N,5.364,12.99,0.628333333,7.470119522,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.27, shared=3)",TRUE,https://www.efghousewares.co.uk/magic-potions-kit-124131,https://www.amazon.co.uk/dp/B0DJM5FP8N,,Magic Potions Kit 124131,B,MATCH,,,NO
DEKTON IMPACT SOCKET ADAPTORS 4PC,Dekton 4PC Impact Socket Adaptors – Durable Tool Set for Converting Socket Sizes | Compatible with Impact Wrenches and Ratchets | Chrome Vanadium Steel for Strength and Longevity,5055441458069,5055441458069,B0F5HQPPN3,4.14,8.64,0.628333333,8.75,,,0,TIER_1_VERIFIED,60,,"Exact EAN match (checksum verified),Weak title match (sim=0.31, shared=5),Brand match: dekton",TRUE,https://www.efghousewares.co.uk/dekton-impact-socket-adaptors-4pc-121222,https://www.amazon.co.uk/dp/B0F5HQPPN3,Available (see Keepa data),Dekton Impact Socket Adaptors 4Pc 121222,B,MATCH,,,NO
LAMP TOUCH RECHARGABLE  GOLD,L & P Home & Gifts Lesser & Pavey Gold Rechargeable Touch Lamp | Gift for Women & Men | Bedside Nightstand Table Lamp | Battery Powered Touch Control Night Lights,5010792736419,5010792736419,B0D4HRNQX4,15.7248,25.38,0.628333333,2.460817343,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.24, shared=3)",TRUE,https://www.efghousewares.co.uk/lamp-touch-rechargable-gold-120520,https://www.amazon.co.uk/dp/B0D4HRNQX4,,Other,B,MATCH,,,NO
PYREX MASTER STAINLESS STEEL FRYING PAN 30CM,Pyrex Master Stainless Steel Frying Pan 30cm Silver,3426470290944,3426470290944,B098BHV7YP,20.232,32.34,0.628333333,1.838024124,,,0,TIER_1_VERIFIED,95,,"Exact EAN match (checksum verified),Strong title match (sim=0.93, shared=7),Brand match: pyrex",TRUE,https://www.efghousewares.co.uk/pyrex-master-stainless-steel-frying-pan-30cm,https://www.amazon.co.uk/dp/B098BHV7YP,Available (see Keepa data),Pyrex Master Stainless Steel Frying Pan 30Cm,B,MATCH,,,NO
DEKTON PRECISION SCREWDRIVER 11PC SET,Dekton 11pc Precision Screwdriver - Anti Slip Handle With Rotating Cap For Ease Of Use And Precise Control| Accurately Machined For Ultimate Fit| Handy Storage Case| Includes 3 Phillips And 8 Flats,5055441413914,5055441413914,B00Q56YKF4,1.476,5.29,0.628333333,11.70411985,,,0,TIER_1_VERIFIED,60,,"Exact EAN match (checksum verified),Weak title match (sim=0.29, shared=4),Brand match: dekton",TRUE,https://www.efghousewares.co.uk/dekton-precision-screwdriver-11pc-set,https://www.amazon.co.uk/dp/B00Q56YKF4,Available (see Keepa data),Dekton Precision Screwdriver 11Pc Set,B,MATCH,,,NO
KIDS CREATE ASSORTED SEQUINS,Kids Create Sequins In Assorted Colours & Shapes Reusable Pouch Ages 3+,5012128511387,5012128511387,B097YN6HYZ,0.924,4.04,0.628333333,15.65656566,,,0,TIER_1_VERIFIED,80,,"Exact EAN match (checksum verified),Moderate title match (sim=0.52, shared=4),Brand match: kids",TRUE,https://www.efghousewares.co.uk/kids-create-assorted-sequins,https://www.amazon.co.uk/dp/B097YN6HYZ,Available (see Keepa data),Kids Create Assorted Sequins,B,MATCH,,,NO
MASTERPLUG 4 GANG 2M LEAD,"Masterplug Four Socket Extension Lead, 2 Metre Cable, Unswitched, 4-Way Plug Extension Cable, Power Strip, Basic Power, White, 13A, 4G, 2m, BFG210N",5015056516240,5015056516240,B07XCLDKS3,3.36,8.74,0.628333333,5.696517413,,,0,TIER_1_VERIFIED,60,,"Exact EAN match (checksum verified),Weak title match (sim=0.25, shared=2),Brand match: masterplug",TRUE,https://www.efghousewares.co.uk/masterplug-4-gang-2m-lead,https://www.amazon.co.uk/dp/B07XCLDKS3,,Masterplug 4 Gang 2M Lead,B,MATCH,,,NO
SUPRISE EDT 100ML FOR WOMEN EACH,Surprise Womens Eau de Perfume e100ml Pour Femme Present Christmas Xmas Giftset for Her,5055170260520,5055170260520,B07K9G7Q3F,3.09312,7.99,0.628333333,4.499722897,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.37, shared=0)",TRUE,https://www.efghousewares.co.uk/suprise-edt-100ml-for-women-each-110056,https://www.amazon.co.uk/dp/B07K9G7Q3F,Available (see Keepa data),Other,B,MATCH,,,NO
MICROFIBRE PET TOWEL 100X50CM 2 COLS,"Microfibre Towel for Dog, 100cmx50cm Dog Towel for Drying Dogs, Quick Dry Absorbent Pet Towels, Soft, Lightweight Pet Fabric for Drying Dogs, Puppies & Cats, Ideal for Indoor, Outdoor & Travel Use",5052516215787,5052516215787,B0FF2TBK3X,2.22,7.25,0.628333333,5.486111111,,,0,TIER_1_VERIFIED,60,,"Exact EAN match (checksum verified),Weak title match (sim=0.25, shared=3),Brand match: microfibre",TRUE,https://www.efghousewares.co.uk/microfibre-pet-towel-100x50cm-2-cols-116362,https://www.amazon.co.uk/dp/B0FF2TBK3X,Available (see Keepa data),Microfibre Pet Towel 100X50Cm 2 Cols 116362,B,MATCH,,,NO
STORY OF LILY EDT 100ML POUR FEMME EACH,"Story of Lily Ladies perfume Natural Spray,Floral, 100 ml",5055170280900,5055170280900,B008HSBYS4,1.344,6,0.628333333,5.988023952,,,0,TIER_1_VERIFIED,60,,"Exact EAN match (checksum verified),Weak title match (sim=0.47, shared=2),Brand match: story",TRUE,https://www.efghousewares.co.uk/story-of-lily-edt-100ml-pour-femme-each-110004,https://www.amazon.co.uk/dp/B008HSBYS4,Available (see Keepa data),Story Of Lily Edt 100Ml Pour Femme Each 110004,B,MATCH,,,NO
FUNTIME SPINNING POPPING PALS,Funtime Spinning Popping Pals Toy,28503050049,,B000OFSN4Q,7.596,13.25,0.628333333,1.386870155,,,0,TIER_2_LIKELY,45,NO_SUPPLIER_EAN,"No supplier EAN,Strong title match (sim=0.94, shared=4),Brand match: funtime",FALSE,https://www.efghousewares.co.uk/funtime-spinning-popping-pals,https://www.amazon.co.uk/dp/B000OFSN4Q,,Funtime Spinning Popping Pals,B,MATCH,,,NO
SUPER DREAMER FITTED SHEET KING CHARCOAL,"GC GAVENO CAVAILIA Fitted Sheet King Size (25cm) Deep Pocket - Microfiber Bed Sheets Charcoal - Breathable, Fade & Wrinkle Resistant - Elasticated Corners Easycare Mattress & Bottom Sheet (152x203cm)",5051346795995,5051346795995,B0BTMSNSL4,3.888,9.49,0.628333333,2.066842568,,,0,TIER_1_VERIFIED,40,BRAND_MISMATCH,"Exact EAN match (checksum verified),Weak title match (sim=0.26, shared=4)",TRUE,https://www.efghousewares.co.uk/super-dreamer-fitted-sheet-king-charcoal-123681,https://www.amazon.co.uk/dp/B0BTMSNSL4,,Super Dreamer Fitted Sheet King Charcoal 123681,B,MATCH,,,NO
